code,word1_weight,word2_weight,word3_weight,word4_weight,word5_weight,year
662,0,0,0,0,0,2004
525,25,75,0,0,0,2004
532,55,36,0,0,9,2004
790,40,60,0,0,0,2004
644,0,0,0,0,0,2004
583,0,0,0,0,0,2004
634,0,0,0,0,0,2004
743,67,33,0,0,0,2004
524,43,52,0,1,4,2004
520,67,0,0,0,33,2004
635,73,27,0,0,0,2004
800,100,0,0,0,0,2004
512,54,38,0,4,4,2004
537,100,0,0,0,0,2004
716,67,33,0,0,0,2004
692,50,50,0,0,0,2004
821,0,100,0,0,0,2004
756,0,100,0,0,0,2004
746,50,50,0,0,0,2004
502,100,0,0,0,0,2004
630,86,14,0,0,0,2004
559,0,0,0,0,0,2004
757,50,50,0,0,0,2004
506,41,47,1,8,3,2004
736,0,0,0,0,0,2004
514,48,32,5,10,5,2004
523,54,46,0,0,0,2004
754,100,0,0,0,0,2004
767,0,0,0,0,0,2004
637,67,33,0,0,0,2004
648,33,67,0,0,0,2004
519,33,67,0,0,0,2004
564,60,40,0,0,0,2004
517,36,64,0,0,0,2004
584,75,25,0,0,0,2004
575,16,67,0,17,0,2004
759,50,50,0,0,0,2004
602,51,45,3,0,1,2004
868,0,100,0,0,0,2004
515,53,42,0,5,0,2004
598,0,0,0,0,0,2004
510,41,51,4,0,4,2004
752,50,50,0,0,0,2004
546,44,56,0,0,0,2004
604,0,100,0,0,0,2004
522,0,100,0,0,0,2004
535,25,67,8,0,0,2004
673,0,0,0,0,0,2004
600,75,25,0,0,0,2004
623,52,32,4,6,6,2004
682,0,50,0,0,50,2004
542,0,100,0,0,0,2004
751,54,40,0,6,0,2004
679,50,50,0,0,0,2004
505,56,38,0,6,0,2004
606,0,0,0,0,0,2004
676,50,50,0,0,0,2004
765,0,100,0,0,0,2004
565,0,0,0,0,0,2004
516,50,50,0,0,0,2004
801,100,0,0,0,0,2004
802,0,0,0,0,0,2004
649,100,0,0,0,0,2004
745,0,0,0,0,0,2004
724,0,100,0,0,0,2004
513,75,25,0,0,0,2004
570,100,0,0,0,0,2004
866,60,20,0,0,20,2004
571,0,100,0,0,0,2004
670,0,100,0,0,0,2004
509,0,0,0,0,0,2004
592,67,0,0,0,33,2004
798,0,0,0,0,0,2004
773,0,0,0,0,0,2004
563,63,37,0,0,0,2004
755,0,0,0,0,0,2004
658,58,42,0,0,0,2004
518,75,25,0,0,0,2004
545,100,0,0,0,0,2004
567,40,50,10,0,0,2004
647,0,0,0,0,0,2004
636,0,100,0,0,0,2004
566,80,20,0,0,0,2004
569,67,33,0,0,0,2004
533,60,34,6,0,0,2004
710,100,0,0,0,0,2004
766,0,0,0,0,0,2004
744,67,0,0,0,33,2004
618,56,39,0,5,0,2004
691,50,50,0,0,0,2004
758,0,0,0,0,0,2004
527,40,60,0,0,0,2004
718,33,67,0,0,0,2004
639,0,0,0,0,0,2004
561,50,25,0,0,25,2004
574,100,0,0,0,0,2004
734,0,0,0,0,0,2004
603,100,0,0,0,0,2004
747,0,0,0,0,0,2004
616,39,53,4,0,4,2004
557,80,0,0,0,20,2004
702,16,67,0,0,17,2004
582,100,0,0,0,0,2004
642,100,0,0,0,0,2004
643,100,0,0,0,0,2004
551,33,67,0,0,0,2004
749,0,0,0,0,0,2004
839,43,43,14,0,0,2004
541,50,16,0,0,34,2004
558,0,50,50,0,0,2004
722,33,67,0,0,0,2004
693,38,50,12,0,0,2004
803,58,27,3,4,8,2004
529,45,33,11,0,11,2004
651,0,0,0,0,0,2004
503,0,0,0,0,0,2004
669,50,50,0,0,0,2004
737,0,100,0,0,0,2004
553,67,33,0,0,0,2004
813,33,67,0,0,0,2004
640,37,63,0,0,0,2004
711,0,0,0,0,0,2004
528,55,28,4,4,9,2004
617,55,36,0,0,9,2004
613,7,92,0,0,1,2004
687,0,0,0,0,0,2004
762,0,0,0,0,0,2004
686,100,0,0,0,0,2004
628,0,100,0,0,0,2004
828,0,100,0,0,0,2004
698,100,0,0,0,0,2004
659,38,39,0,0,23,2004
622,72,28,0,0,0,2004
501,51,35,2,5,7,2004
544,39,54,0,7,0,2004
740,0,0,0,0,0,2004
633,0,0,0,0,0,2004
650,20,80,0,0,0,2004
652,43,57,0,0,0,2004
534,47,41,6,6,0,2004
631,0,100,0,0,0,2004
632,100,0,0,0,0,2004
804,100,0,0,0,0,2004
656,0,0,100,0,0,2004
597,0,0,0,0,0,2004
675,0,84,0,0,16,2004
504,56,26,6,6,6,2004
753,58,36,3,3,0,2004
508,63,37,0,0,0,2004
820,62,33,5,0,0,2004
500,60,30,0,0,10,2004
552,0,0,0,0,0,2004
521,56,33,0,0,11,2004
717,0,0,0,0,0,2004
560,40,40,10,5,5,2004
764,50,50,0,0,0,2004
811,50,50,0,0,0,2004
556,79,21,0,0,0,2004
573,50,17,0,16,17,2004
611,0,100,0,0,0,2004
538,50,39,0,5,6,2004
610,0,0,0,0,0,2004
862,53,42,0,0,5,2004
576,0,0,0,0,0,2004
770,38,50,0,0,12,2004
661,0,0,0,0,0,2004
641,33,67,0,0,0,2004
825,36,60,0,0,4,2004
807,42,48,1,4,5,2004
855,67,0,0,33,0,2004
507,75,25,0,0,0,2004
819,47,52,0,0,1,2004
657,100,0,0,0,0,2004
612,60,40,0,0,0,2004
624,40,60,0,0,0,2004
725,0,0,100,0,0,2004
588,100,0,0,0,0,2004
881,60,40,0,0,0,2004
619,33,0,0,0,67,2004
543,25,75,0,0,0,2004
638,100,0,0,0,0,2004
609,39,47,0,3,11,2004
555,67,33,0,0,0,2004
530,0,0,0,0,0,2004
539,77,18,0,0,5,2004
581,0,0,0,0,0,2004
547,72,28,0,0,0,2004
605,0,100,0,0,0,2004
540,0,0,0,0,0,2004
531,20,80,0,0,0,2004
789,57,43,0,0,0,2004
671,33,0,34,0,33,2004
760,0,0,0,0,0,2004
709,0,0,0,0,0,2004
526,50,50,0,0,0,2004
626,0,0,0,0,0,2004
625,67,16,0,0,17,2004
511,54,29,5,4,8,2004
549,100,0,0,0,0,2004
705,0,100,0,0,0,2004
548,50,50,0,0,0,2004
554,67,33,0,0,0,2004
627,0,0,0,0,0,2004
678,33,45,0,11,11,2004
577,67,16,0,0,17,2004
550,50,50,0,0,0,2004
810,50,50,0,0,0,2004
536,0,100,0,0,0,2004
771,0,0,0,0,0,2004
596,0,0,0,0,0,2004
662,0,0,0,0,0,2005
525,75,0,0,0,25,2005
532,80,20,0,0,0,2005
790,42,50,0,8,0,2005
644,0,0,0,0,0,2005
583,0,0,0,0,0,2005
634,0,0,0,0,100,2005
743,43,57,0,0,0,2005
524,59,33,0,3,5,2005
520,67,17,0,0,16,2005
635,43,54,3,0,0,2005
800,67,33,0,0,0,2005
512,59,37,0,2,2,2005
537,20,80,0,0,0,2005
716,72,14,14,0,0,2005
692,67,33,0,0,0,2005
821,0,0,0,0,0,2005
756,50,50,0,0,0,2005
746,0,0,0,0,0,2005
502,57,43,0,0,0,2005
630,44,48,0,0,8,2005
559,0,100,0,0,0,2005
757,25,50,0,0,25,2005
506,44,50,0,0,6,2005
736,67,33,0,0,0,2005
514,74,14,6,0,6,2005
523,16,77,0,0,7,2005
754,100,0,0,0,0,2005
767,0,100,0,0,0,2005
637,43,43,0,7,7,2005
648,63,25,0,0,12,2005
519,75,25,0,0,0,2005
564,77,23,0,0,0,2005
517,52,42,0,3,3,2005
584,50,50,0,0,0,2005
575,50,50,0,0,0,2005
759,67,33,0,0,0,2005
602,49,43,1,1,6,2005
868,50,50,0,0,0,2005
515,69,26,0,0,5,2005
598,67,33,0,0,0,2005
510,67,27,0,0,6,2005
752,34,50,0,0,16,2005
546,46,54,0,0,0,2005
604,27,55,0,0,18,2005
522,50,50,0,0,0,2005
535,60,40,0,0,0,2005
673,50,50,0,0,0,2005
600,75,0,0,25,0,2005
623,57,38,0,2,3,2005
682,34,50,0,0,16,2005
542,58,28,0,0,14,2005
751,44,54,2,0,0,2005
679,28,65,0,0,7,2005
505,61,34,4,1,0,2005
606,100,0,0,0,0,2005
676,20,80,0,0,0,2005
765,50,50,0,0,0,2005
565,0,0,0,0,0,2005
516,50,50,0,0,0,2005
801,50,38,12,0,0,2005
802,0,0,0,0,0,2005
649,100,0,0,0,0,2005
745,100,0,0,0,0,2005
724,36,64,0,0,0,2005
513,63,37,0,0,0,2005
570,100,0,0,0,0,2005
866,100,0,0,0,0,2005
571,0,0,0,0,0,2005
670,67,33,0,0,0,2005
509,33,67,0,0,0,2005
592,60,20,0,20,0,2005
798,0,0,0,0,0,2005
773,100,0,0,0,0,2005
563,67,33,0,0,0,2005
755,0,100,0,0,0,2005
658,57,37,0,0,6,2005
518,50,50,0,0,0,2005
545,100,0,0,0,0,2005
567,37,57,0,6,0,2005
647,0,0,0,0,0,2005
636,50,0,0,0,50,2005
566,81,0,0,13,6,2005
569,67,33,0,0,0,2005
533,59,31,7,0,3,2005
710,0,0,0,0,0,2005
766,0,100,0,0,0,2005
744,80,0,0,20,0,2005
618,58,34,0,2,6,2005
691,43,57,0,0,0,2005
758,0,0,0,0,0,2005
527,43,53,4,0,0,2005
718,60,40,0,0,0,2005
639,100,0,0,0,0,2005
561,80,0,0,10,10,2005
574,36,46,0,9,9,2005
734,0,0,0,0,0,2005
603,100,0,0,0,0,2005
747,0,0,0,0,0,2005
616,43,49,0,2,6,2005
557,64,27,0,0,9,2005
702,24,54,15,0,7,2005
582,25,75,0,0,0,2005
642,75,25,0,0,0,2005
643,100,0,0,0,0,2005
551,0,0,0,0,0,2005
749,0,0,0,0,0,2005
839,72,28,0,0,0,2005
541,56,44,0,0,0,2005
558,50,50,0,0,0,2005
722,44,56,0,0,0,2005
693,40,50,0,0,10,2005
803,59,30,7,2,2,2005
529,55,45,0,0,0,2005
651,75,25,0,0,0,2005
503,67,33,0,0,0,2005
669,34,66,0,0,0,2005
737,0,100,0,0,0,2005
553,67,33,0,0,0,2005
813,0,0,100,0,0,2005
640,31,62,0,0,7,2005
711,100,0,0,0,0,2005
528,54,34,3,3,6,2005
617,48,47,0,0,5,2005
613,4,95,0,0,1,2005
687,100,0,0,0,0,2005
762,100,0,0,0,0,2005
686,65,24,5,6,0,2005
628,50,50,0,0,0,2005
828,50,50,0,0,0,2005
698,0,100,0,0,0,2005
659,54,31,0,0,15,2005
622,91,9,0,0,0,2005
501,58,28,2,3,9,2005
544,55,30,5,5,5,2005
740,0,0,0,0,0,2005
633,0,100,0,0,0,2005
650,57,24,0,0,19,2005
652,50,50,0,0,0,2005
534,52,35,0,5,8,2005
631,0,100,0,0,0,2005
632,33,67,0,0,0,2005
804,100,0,0,0,0,2005
656,100,0,0,0,0,2005
597,0,0,0,0,0,2005
675,57,43,0,0,0,2005
504,62,34,0,2,2,2005
753,63,34,0,0,3,2005
508,59,37,2,0,2,2005
820,41,49,3,3,4,2005
500,67,33,0,0,0,2005
552,0,0,0,0,0,2005
521,72,14,0,7,7,2005
717,0,0,0,0,0,2005
560,54,37,0,7,2,2005
764,67,33,0,0,0,2005
811,0,50,50,0,0,2005
556,78,11,0,0,11,2005
573,80,10,10,0,0,2005
611,38,38,12,0,12,2005
538,50,44,0,0,6,2005
610,100,0,0,0,0,2005
862,68,32,0,0,0,2005
576,0,0,0,0,0,2005
770,30,50,5,0,15,2005
661,0,0,0,0,0,2005
641,55,27,9,0,9,2005
825,61,27,3,3,6,2005
807,53,39,0,0,8,2005
855,0,60,0,20,20,2005
507,72,14,14,0,0,2005
819,46,46,1,1,6,2005
657,33,67,0,0,0,2005
612,33,67,0,0,0,2005
624,50,50,0,0,0,2005
725,29,43,14,0,14,2005
588,25,0,0,0,75,2005
881,50,34,0,0,16,2005
619,58,28,0,0,14,2005
543,25,75,0,0,0,2005
638,100,0,0,0,0,2005
609,49,41,5,0,5,2005
555,50,50,0,0,0,2005
530,34,50,0,0,16,2005
539,53,25,5,10,7,2005
581,0,100,0,0,0,2005
547,50,50,0,0,0,2005
605,100,0,0,0,0,2005
540,33,67,0,0,0,2005
531,57,43,0,0,0,2005
789,33,67,0,0,0,2005
671,33,67,0,0,0,2005
760,100,0,0,0,0,2005
709,34,0,0,33,33,2005
526,100,0,0,0,0,2005
626,0,0,0,0,0,2005
625,50,50,0,0,0,2005
511,47,37,3,8,5,2005
549,50,50,0,0,0,2005
705,0,0,0,0,0,2005
548,50,30,10,0,10,2005
554,100,0,0,0,0,2005
627,0,100,0,0,0,2005
678,57,43,0,0,0,2005
577,80,20,0,0,0,2005
550,50,50,0,0,0,2005
810,100,0,0,0,0,2005
536,0,100,0,0,0,2005
771,0,0,0,0,0,2005
596,0,0,0,0,0,2005
662,100,0,0,0,0,2006
525,56,44,0,0,0,2006
532,53,39,0,6,2,2006
790,22,73,0,5,0,2006
644,0,0,0,0,0,2006
583,0,0,0,0,0,2006
634,0,0,0,0,0,2006
743,33,67,0,0,0,2006
524,57,35,2,2,4,2006
520,67,22,0,0,11,2006
635,51,39,4,2,4,2006
800,100,0,0,0,0,2006
512,75,18,2,0,5,2006
537,0,100,0,0,0,2006
716,54,39,0,0,7,2006
692,86,14,0,0,0,2006
821,100,0,0,0,0,2006
756,33,67,0,0,0,2006
746,0,0,0,0,0,2006
502,40,60,0,0,0,2006
630,67,33,0,0,0,2006
559,100,0,0,0,0,2006
757,58,14,0,14,14,2006
506,42,50,1,4,3,2006
736,50,50,0,0,0,2006
514,62,23,0,8,7,2006
523,48,47,5,0,0,2006
754,100,0,0,0,0,2006
767,0,0,0,0,0,2006
637,53,42,0,0,5,2006
648,50,50,0,0,0,2006
519,51,33,0,0,16,2006
564,76,16,0,0,8,2006
517,61,31,0,4,4,2006
584,75,25,0,0,0,2006
575,36,55,0,0,9,2006
759,67,33,0,0,0,2006
602,50,41,4,2,3,2006
868,33,67,0,0,0,2006
515,66,31,3,0,0,2006
598,0,0,0,0,0,2006
510,67,23,5,4,1,2006
752,40,54,0,6,0,2006
546,67,33,0,0,0,2006
604,40,60,0,0,0,2006
522,0,100,0,0,0,2006
535,64,29,0,5,2,2006
673,0,50,50,0,0,2006
600,75,0,25,0,0,2006
623,46,44,6,0,4,2006
682,14,86,0,0,0,2006
542,42,23,5,0,30,2006
751,46,41,5,5,3,2006
679,20,70,0,10,0,2006
505,65,28,1,4,2,2006
606,100,0,0,0,0,2006
676,25,75,0,0,0,2006
765,0,100,0,0,0,2006
565,0,100,0,0,0,2006
516,67,33,0,0,0,2006
801,54,46,0,0,0,2006
802,100,0,0,0,0,2006
649,50,0,0,0,50,2006
745,100,0,0,0,0,2006
724,31,69,0,0,0,2006
513,67,16,0,0,17,2006
570,100,0,0,0,0,2006
866,75,25,0,0,0,2006
571,100,0,0,0,0,2006
670,51,33,0,0,16,2006
509,60,20,0,0,20,2006
592,50,38,0,0,12,2006
798,0,0,0,0,0,2006
773,0,0,0,0,0,2006
563,41,52,4,0,3,2006
755,100,0,0,0,0,2006
658,51,33,0,11,5,2006
518,69,25,3,3,0,2006
545,72,28,0,0,0,2006
567,48,44,0,4,4,2006
647,0,0,0,0,0,2006
636,34,33,0,0,33,2006
566,66,34,0,0,0,2006
569,100,0,0,0,0,2006
533,38,52,0,4,6,2006
710,100,0,0,0,0,2006
766,0,0,0,0,0,2006
744,62,23,8,0,7,2006
618,59,30,7,0,4,2006
691,67,33,0,0,0,2006
758,0,0,0,0,0,2006
527,45,52,0,3,0,2006
718,50,50,0,0,0,2006
639,84,16,0,0,0,2006
561,51,39,0,5,5,2006
574,47,39,7,7,0,2006
734,0,0,0,0,0,2006
603,50,0,0,0,50,2006
747,0,100,0,0,0,2006
616,55,38,1,0,6,2006
557,47,46,0,0,7,2006
702,40,55,0,0,5,2006
582,0,0,100,0,0,2006
642,50,50,0,0,0,2006
643,0,0,0,0,0,2006
551,40,60,0,0,0,2006
749,100,0,0,0,0,2006
839,65,20,10,0,5,2006
541,91,9,0,0,0,2006
558,50,50,0,0,0,2006
722,42,50,8,0,0,2006
693,64,27,0,9,0,2006
803,60,28,2,4,6,2006
529,61,33,0,0,6,2006
651,50,25,0,25,0,2006
503,50,50,0,0,0,2006
669,31,61,0,4,4,2006
737,40,60,0,0,0,2006
553,100,0,0,0,0,2006
813,33,67,0,0,0,2006
640,50,40,0,0,10,2006
711,0,0,0,0,0,2006
528,62,24,5,3,6,2006
617,53,39,0,2,6,2006
613,5,95,0,0,0,2006
687,50,50,0,0,0,2006
762,50,50,0,0,0,2006
686,54,36,5,0,5,2006
628,0,100,0,0,0,2006
828,20,60,0,0,20,2006
698,50,42,0,0,8,2006
659,51,46,3,0,0,2006
622,67,29,0,0,4,2006
501,57,26,4,5,8,2006
544,55,27,3,12,3,2006
740,0,0,0,0,0,2006
633,0,100,0,0,0,2006
650,52,32,0,3,13,2006
652,37,53,0,0,10,2006
534,49,26,5,10,10,2006
631,0,0,0,0,100,2006
632,89,11,0,0,0,2006
804,100,0,0,0,0,2006
656,75,25,0,0,0,2006
597,0,100,0,0,0,2006
675,72,28,0,0,0,2006
504,60,33,1,2,4,2006
753,43,42,5,7,3,2006
508,61,31,0,5,3,2006
820,39,51,4,4,2,2006
500,40,55,0,5,0,2006
552,0,0,0,0,0,2006
521,48,43,0,9,0,2006
717,100,0,0,0,0,2006
560,66,32,0,2,0,2006
764,50,50,0,0,0,2006
811,40,60,0,0,0,2006
556,64,36,0,0,0,2006
573,78,22,0,0,0,2006
611,27,55,9,0,9,2006
538,66,31,0,3,0,2006
610,67,33,0,0,0,2006
862,53,43,1,0,3,2006
576,50,0,0,0,50,2006
770,45,42,3,5,5,2006
661,50,50,0,0,0,2006
641,42,41,4,4,9,2006
825,61,30,5,1,3,2006
807,59,35,1,3,2,2006
855,88,12,0,0,0,2006
507,38,50,0,0,12,2006
819,44,44,2,3,7,2006
657,0,0,100,0,0,2006
612,75,25,0,0,0,2006
624,0,100,0,0,0,2006
725,25,67,8,0,0,2006
588,80,20,0,0,0,2006
881,45,44,0,0,11,2006
619,42,34,0,8,16,2006
543,39,45,11,5,0,2006
638,50,50,0,0,0,2006
609,52,36,0,8,4,2006
555,66,34,0,0,0,2006
530,31,69,0,0,0,2006
539,50,24,6,2,18,2006
581,67,33,0,0,0,2006
547,59,33,0,8,0,2006
605,50,50,0,0,0,2006
540,100,0,0,0,0,2006
531,50,50,0,0,0,2006
789,33,59,0,0,8,2006
671,47,40,0,0,13,2006
760,0,0,100,0,0,2006
709,20,80,0,0,0,2006
526,67,33,0,0,0,2006
626,0,0,0,0,0,2006
625,78,11,0,11,0,2006
511,50,37,3,4,6,2006
549,0,100,0,0,0,2006
705,75,25,0,0,0,2006
548,78,15,0,7,0,2006
554,0,0,0,0,0,2006
627,100,0,0,0,0,2006
678,37,63,0,0,0,2006
577,65,20,10,0,5,2006
550,38,50,0,0,12,2006
810,100,0,0,0,0,2006
536,86,14,0,0,0,2006
771,100,0,0,0,0,2006
596,67,33,0,0,0,2006
662,100,0,0,0,0,2007
525,50,50,0,0,0,2007
532,48,37,5,8,2,2007
790,77,8,8,0,7,2007
644,100,0,0,0,0,2007
583,0,0,0,0,0,2007
634,0,50,0,0,50,2007
743,46,36,9,0,9,2007
524,49,43,0,3,5,2007
520,58,28,0,0,14,2007
635,50,33,2,2,13,2007
800,51,33,16,0,0,2007
512,57,34,7,1,1,2007
537,34,33,33,0,0,2007
716,50,30,0,20,0,2007
692,88,12,0,0,0,2007
821,50,50,0,0,0,2007
756,50,50,0,0,0,2007
746,0,100,0,0,0,2007
502,100,0,0,0,0,2007
630,36,58,3,0,3,2007
559,50,50,0,0,0,2007
757,14,61,6,13,6,2007
506,49,37,3,5,6,2007
736,25,50,25,0,0,2007
514,44,36,8,4,8,2007
523,62,31,0,7,0,2007
754,0,100,0,0,0,2007
767,0,100,0,0,0,2007
637,19,58,4,0,19,2007
648,67,23,0,5,5,2007
519,60,30,0,10,0,2007
564,36,57,0,0,7,2007
517,54,40,0,2,4,2007
584,22,78,0,0,0,2007
575,63,37,0,0,0,2007
759,100,0,0,0,0,2007
602,47,47,2,2,2,2007
868,50,50,0,0,0,2007
515,48,48,1,0,3,2007
598,75,25,0,0,0,2007
510,31,61,2,1,5,2007
752,36,57,0,0,7,2007
546,28,65,0,0,7,2007
604,56,33,11,0,0,2007
522,0,0,0,0,0,2007
535,53,41,1,1,4,2007
673,67,33,0,0,0,2007
600,34,16,0,0,50,2007
623,50,42,2,1,5,2007
682,18,73,0,0,9,2007
542,56,22,11,0,11,2007
751,50,41,2,2,5,2007
679,24,72,0,0,4,2007
505,56,34,0,3,7,2007
606,100,0,0,0,0,2007
676,18,82,0,0,0,2007
765,40,20,20,0,20,2007
565,0,0,0,0,0,2007
516,72,28,0,0,0,2007
801,56,44,0,0,0,2007
802,0,0,0,0,0,2007
649,43,43,14,0,0,2007
745,100,0,0,0,0,2007
724,21,74,5,0,0,2007
513,51,35,0,3,11,2007
570,84,0,16,0,0,2007
866,71,24,5,0,0,2007
571,22,67,0,0,11,2007
670,50,40,0,0,10,2007
509,56,44,0,0,0,2007
592,77,15,8,0,0,2007
798,0,0,0,0,0,2007
773,50,50,0,0,0,2007
563,34,48,8,8,2,2007
755,0,0,0,0,0,2007
658,64,36,0,0,0,2007
518,50,47,0,3,0,2007
545,50,38,0,0,12,2007
567,46,44,0,2,8,2007
647,0,0,0,0,0,2007
636,100,0,0,0,0,2007
566,58,38,0,0,4,2007
569,57,43,0,0,0,2007
533,56,27,4,9,4,2007
710,100,0,0,0,0,2007
766,0,0,0,0,0,2007
